Model,vehicule,totalDistanceKm,nbTrips,territoire,heure_debut,heure_fin,carnetEntryIndex,moment,meteo_ensoleille,meteo_nuageux,meteo_pluvieux,meteo_venteux,meteo_neigeux,meteo_brouillard,meteo_autre,motif,avantage_aucun,avantage_agilite,avantage_confort,avantage_observation,avantage_fierté,avantage_reactions,avantage_bien_etre,avantage_autre,difficulte_aucune,difficulte_visibilite,difficulte_amenagement,difficulte_stationnement,difficulte_vehicule,difficulte_comportement,difficulte_autre,difficultes_details,point_noir_1,point_noir_2,bilan,commentaires,point_noir_1_lon,point_noir_1_lat,mode_domicile_travail,mode_domicile_etudes,mode_domicile_loisirs,edits
WEEZ,WEEZ,7.522975620030207,1,Commune des Mureaux,08:00,08:20,788,,1,0,0,0,0,0,,Domicile / travail,0.0,1,0,0,1,0,0,,1.0,0,0,0,0,0,,,,,Très positif,,,,"voiture,velo,bus",,,{}
Cyclospace,Cyclospace,27.473135508637153,2,Commune du Teil,16:45,17:40,789,,0,1,0,0,0,0,,Domicile / travail,0.0,0,1,0,1,0,1,Possibilité de faire du co-pedalage avec des collègues de travail,0.0,0,1,0,0,0,,Le CycloSpace est trop large pour emprunter certaines portions de la Via Rhôna,Barrières de la piste cyclable trop étroite pour le CycloSpace,,Très positif,,,,"voiture,velo",,velo,{}
Cyclospace,Cyclospace,26.71707923805994,2,Commune du Teil,06:25,07:15,790,,0,1,0,0,0,0,Temps très humide,Domicile / travail,0.0,0,0,1,1,0,1,,0.0,1,1,0,1,0,,"Le CycloSpace est trop large pour emprunter certaines portions de la piste cyclable.
Par temps humide, le pare-brise du CycloSpace rend la visibilité réduite.",Barrières piste cyclable Via Rhôna,,Positif,Possibilité de faire du co-pedalage avec des collègues de travail.,,,"voiture,velo",,velo,{}
,BIRO,,1,PNR Grand Causses,19:00,20:15,791,,0,0,1,0,0,0,,Loisirs,1.0,0,0,0,0,0,0,,1.0,0,0,0,0,0,,,,,Positif,,,,,,"moto,VAE,marche",{}
Cyclospace,Cyclospace,35.60163922173353,2,Commune du Teil,16:40,17:40,792,,1,0,0,1,0,0,,Domicile / travail,0.0,0,1,1,1,1,1,,0.0,0,1,0,0,0,,Le CycloSpace est trop large pour accéder à certaines portions de pistes cyclables.,Barrières piste cyclable Via Rhôna,,Très positif,,,,"voiture,velo",,velo,{}
,Cyclospace,,2,Commune du Teil,17:45,18:15,793,,1,0,0,1,0,0,,Loisirs,0.0,0,1,1,1,0,1,,0.0,0,0,0,1,0,,"Le moteur manque de puissance dans les montées lorsque l'on est 4 personnes dans le CycloSpace, du coup l'autonomie de la batterie diminue très vite.",Puissance moteur faible lorsque l'on est 4 et que l'on fait des montées,,Positif,,,,"voiture,velo",,velo,{}
Cyclospace,Cyclospace,5.3985683223880025,3,Commune du Teil,12:45,13:10,794,,1,0,0,0,0,0,,Domicile / travail,0.0,0,0,0,1,1,1,,,,,,,,,,Pédale touche le pneu lors de grand virages,Pas pu faire plus de 10km/h,Positif,,,,,,,{}
,BIRO,,1,PNR Grand Causses,16:00,17:00,795,,1,0,0,0,0,0,,Courses,1.0,0,0,0,0,0,0,,,,,,,,,,,,Positif,,,,,,"moto,VAE,marche",{}
,BIRO,,1,PNR Grand Causses,10:00,13:00,796,,1,0,0,0,0,0,,Loisirs,0.0,0,0,1,1,1,0,,1.0,0,0,0,0,0,,,,,Très positif,,,,,,"moto,VAE,marche",{}
,Cyclospace,,2,Commune du Teil,11:50,12:05,797,,1,0,0,0,0,0,,Restitution du CycloSpace,0.0,0,1,0,1,0,1,Transport de matériel encombrant en utilisant les places arrières.,1.0,0,0,0,0,0,,,,,Très positif,J'ai pu transporter un vélo sur les 2 places arrières du CycloSpace.,,,"voiture,velo",,velo,{}
Cyclospace,Cyclospace,0.22318236297340052,1,Commune du Teil,08:30,08:35,798,,1,0,0,0,0,0,,Domicile / travail,0.0,0,0,0,0,0,0,Problème pedalier,1.0,0,0,0,0,0,,Peut être un probleme de  charge,Le pédalier tournait dans le vide,,Négatif,,,,,,,{}
Cyclospace,Cyclospace,9.110504019053078,7,Commune du Teil,08:30,18:30,799,,1,0,0,0,0,0,,Domicile / travail,0.0,0,0,1,1,1,1,,1.0,0,0,0,0,0,,Rayon de braquage et pédale qui touche la roye,Les malformations de la route sont bien ressenties...,Difficulté pour les grand braquages,Positif,Le véhicule vibre un peu. Pas très rassurant en descente.,,,,,,{}
,Cyclospace,,1,Commune du Teil,17:30,18:30,800,,1,0,0,0,0,0,,Trajet professionnel,0.0,0,0,1,1,1,1,,1.0,0,0,0,0,0,,,,,Très positif,Pour des trajets internes à la ville très pratique et agréable,,,,,,{}
Cyclospace,Cyclospace,2.186434406035151,1,Commune du Teil,07:00,07:10,801,,1,0,0,0,0,0,,Domicile / travail,0.0,0,0,1,1,0,1,,0.0,1,0,0,0,0,,Le reflet du soleil sur le pare-brise en plastique est éblouissant.,Face à l'est :-),,Positif,Au début les vitesses ne passaient pas. Le problème s'est réglé tout seul,,,,,,{}
BIRO,BIRO,69.010558721203,1,Commune du Teil,09:30,10:00,802,,1,0,0,0,0,0,,Trajet professionnel,0.0,1,0,1,0,0,0,,1.0,0,0,0,0,0,,,,,Positif,,,,,,,{}
BIRO,BIRO,1.4947547590129653,1,Commune du Teil,15:30,16:00,803,,1,0,0,0,0,0,,Trajet professionnel,0.0,1,0,0,0,0,0,,,,,,,,,,,,Positif,,,,,,,{}
,Acticycle,,1,PNR Grand Causses,10:00,12:00,804,,1,0,0,0,0,0,,Loisirs,0.0,0,1,1,0,1,0,,0.0,0,0,0,1,0,,Difficulté de passer une rampe supérieure à 7%,montée rue de Mailhosques à La Cresse,,Négatif,,,,,,,{}
Urbaner,Urbaner,1.3221213590422862,2,CC 7 Vallées,15:25,16:35,805,,1,0,0,0,0,0,,Trajet professionnel,0.0,0,0,0,1,1,0,,0.0,1,0,0,0,0,,Pas de clignotant avant pour indiquer ma direction sur l'intersection (2 stops en face à face),Intersection rue du bras d'or / rue d'Arras (Hesdin-la-Forêt),,Positif,Rétroviseur intérieur peu exploitable. Manque de visibilité vers l'arrière.,,,,,,{}
Acticycle,Acticycle,47.4341877470965,9,Avant Pays Savoyard,17:30,18:30,806,,1,0,0,0,0,0,,Récupération du Véli,0.0,0,0,1,0,1,1,,0.0,0,1,0,1,0,,"Route pas très lisse, ça secoue.

Il s'est mis à saccader.  Je l'ai arrêté et ça ne s'est pas reproduit",Route de Yenne,,Positif,,,,,,,{}
Acticycle,Acticycle,11.485414393543465,3,Avant Pays Savoyard,10:45,11:30,807,,0,1,0,0,0,0,,Loisirs,0.0,0,0,1,0,1,1,,1.0,0,0,0,0,0,,,,,Très positif,Moteur un peu faible lors des montées,,,,,,{}
,Acticycle,,1,PNR Grand Causses,17:30,20:00,808,,1,0,0,0,0,0,,Loisirs,0.0,1,0,1,1,1,0,,0.0,0,0,0,1,0,parfois un bug en turbo entre vitesse 4 et 5,,,,Positif,"Sortie au café du Rozier à l'heure de l'apéro, beaucoup de curieux ont regardé l'acticycle.",,,,,,{}
Acticycle,Acticycle,3.4931416992928446,2,Avant Pays Savoyard,07:45,08:30,809,,0,1,0,0,0,0,,Ecole (enfants),0.0,1,0,0,0,1,1,,1.0,0,0,0,0,0,,,,,Très positif,,,,,,,{}
Acticycle,Acticycle,9.03263819670862,1,Avant Pays Savoyard,17:00,18:00,810,,0,1,0,0,0,0,,Courses,0.0,1,0,1,0,1,1,,,,,,,,,,,,Très positif,"Le coffre est assez grand pour pas mal de course, c'est positif",,,,,,{}
Acticycle,Acticycle,2.277435087725526,1,Avant Pays Savoyard,07:45,08:00,811,,1,0,0,0,0,0,,Domicile / travail,0.0,1,1,0,0,0,1,,1.0,0,0,0,0,0,,,,,Très positif,,,,,,,{}
WEEZ,WEEZ,4.391097056451935,1,Commune des Mureaux,16:00,16:50,812,,1,0,0,0,0,0,,Courses,0.0,1,0,0,0,0,1,,0.0,1,0,1,0,0,,"Le premier problème notoire que j'ai rencontré aujourd'hui est par rapport au rétroviseur interieur et le fait qu'il n'y ait aucune vue dégagée vers l'arrière. 
Il faudra forcément quelqu'un en externe pour nous aider à garer, ce qui est très contraignant. 

Sur autoroute ce sera très risqué de conduire sans visibilité directe vers l'arrière du rétroviseur interne.  Car on a en besoin pour les phases de freinage.

En agglomération ça peut se gérer vu la vitesse reduite à 50km/h","Stationnement domicile. Pas de visibilité vers l'arrière,","Sur la route , pas de rétroviseur interne pour visibilité vers l'arrière.",Positif,,,,"voiture,marche,bus,ter",,"voiture,bus,ter",{}
,Acticycle,,1,PNR Grand Causses,09:30,15:30,813,,1,0,0,0,0,0,,Courses,,,,,,,,,0.0,0,0,0,1,0,un bug en mode turbo entre vitesse 4et 5 à 2 reprises.,la chaîne sans protection laisse des tâches sur les pantalons.,,,Positif,,,,,,,{}
Acticycle,Acticycle,8.99376369559142,1,Avant Pays Savoyard,20:30,21:30,814,,1,0,0,0,0,0,,Loisirs,0.0,1,0,1,0,1,1,,1.0,0,0,0,0,0,,,,,Très positif,,,,,,,{}
Acticycle,Acticycle,9.502179014368009,2,Avant Pays Savoyard,18:45,19:45,815,,1,0,0,0,0,0,,Loisirs,0.0,0,0,1,0,1,1,,0.0,0,0,0,1,0,,"Très grosse montée, impossible d'arriver en haut avec 2 enfants derrière. 
Je montais à 6 km/h environ et d'un coup plus possible de pédaler.",Le curtelod,,Négatif,,,,,,,{}
Acticycle,Acticycle,4.004419699772741,1,Avant Pays Savoyard,10:45,11:20,816,,1,0,0,0,0,0,,Courses,0.0,1,0,0,0,1,1,,,,,,,,,,,,Très positif,"Il faudrait protéger la chaîne car après chaque utilisation j'ai de la graisse , soit sur les chaussures, soit sur les mollets.",,,,,,{}
,BIRO,,1,PNR Grand Causses,20:00,22:00,817,,1,0,0,0,0,0,,Loisirs,0.0,1,0,0,0,0,0,,1.0,0,0,0,0,0,,,,,Très positif,,,,,,"moto,VAE,marche",{}
WEEZ,WEEZ,138.89358035155036,8,Commune des Mureaux,07:00,18:00,818,,1,0,0,0,0,0,,Trajet professionnel,1.0,0,1,0,0,1,0,,0.0,1,0,0,0,0,,,Rétroviseur intérieure,Le volant est un peu dur à tourner,Positif,,,,,,,{}
Urbaner,Urbaner,7.755236598218005,4,CC 7 Vallées,15:45,16:30,819,,1,0,0,0,0,0,,Retour maison début de location,0.0,0,0,1,0,0,0,,0.0,0,0,0,0,1,,,Refus de priorité par une voiture en entrée de village,Doublement très près de la part d'un utilitaire léger,Positif,,,,,,,{}
Urbaner,Urbaner,2.838142908443401,1,CC 7 Vallées,22:00,22:15,820,,0,0,0,0,0,0,Tombée de la nuit,Prise en main du véhicule,1.0,0,0,0,0,0,0,,1.0,0,0,0,0,0,,,,,Positif,,,,,,,{}
,BIRO,,1,PNR Grand Causses,19:00,20:30,821,,1,0,0,0,0,0,,Loisirs,0.0,1,0,0,0,0,0,,1.0,0,0,0,0,0,,,,,Très positif,,,,,,"moto,VAE,marche",{}
Acticycle,Acticycle,5.918018225265543,1,Avant Pays Savoyard,08:10,08:40,822,,0,1,0,0,0,0,,Ecole (enfants),0.0,1,1,1,0,1,1,,0.0,0,1,0,0,0,,"Aux 2 entrées de la piste cyclable, il y a 1 rocher et de l'autre 2 blocs. Il est impossible de passer avec ce véhicule là où il y a les 2 blocs.",Chemin du port,Chemin du Rhône,Très positif,,,,,,,{}
Acticycle,Acticycle,2.455465944838065,1,Avant Pays Savoyard,08:30,08:45,823,,1,0,0,0,0,0,,Domicile / travail,0.0,1,0,1,0,1,1,,1.0,0,0,0,0,0,,,,,Très positif,,,,,,,{}
Acticycle,Acticycle,2.2248755508912073,1,Avant Pays Savoyard,13:25,13:45,824,,1,0,0,0,0,0,,Ecole (enfants),0.0,1,0,1,0,1,1,,1.0,0,0,0,0,0,,,,,Très positif,,,,,,,{}
Acticycle,Acticycle,15.00238507260727,1,Avant Pays Savoyard,17:00,18:30,825,,1,0,0,0,0,0,,Loisirs,0.0,0,0,1,0,1,1,,0.0,0,0,0,1,0,,"Montée trop importante, impossible de monter plus haut",Billieme,,Positif,,,,,,,{}
BIRO,BIRO,37.475455170348354,2,PNR Grand Causses,18:20,19:10,826,,1,0,0,0,0,0,,Loisirs,0.0,1,0,1,0,1,1,,1.0,0,0,0,0,0,,Sensibilité dans la direction,passage à niveau,rainures sur la chaussée,Très positif,Manque un pare soleil,,,,,,{}
BIRO,BIRO,4.424355781061975,5,PNR Grand Causses,12:15,14:39,827,,1,0,0,0,0,0,,Remise du véhicule,0.0,0,0,1,0,1,0,,0.0,0,0,0,1,0,"Inconfort, pas de possibilité de réglages des sièges","Surchauffe après 40 mn de trajet en montée.
Obligation d arrêt pour laisser refroidir le véhicule et ceci à plusieurs reprises.
Mon temps de trajet s en ai trouvé extrêmement rallongé…",Saint Julien des points,Saint Julien des points,Très négatif,"Manque de warning.
Pas adapté aux revêtements en mauvais état",,,,,,{}
BIRO,BIRO,18.33190224830626,1,PNR Grand Causses,11:15,12:10,828,,0,1,0,0,0,0,,Courses,0.0,1,0,1,0,0,0,,1.0,0,0,0,0,0,,,,,Positif,"En l'absence des portières, une sangle ou une demie portière serait sécurisante, notamment lors des déplacements sur routes.
Une poignée en hauteur pour le passager.",,,,,,{}
,BIRO,,1,PNR Grand Causses,17:00,18:30,829,,0,1,0,0,0,0,,Loisirs,1.0,0,0,0,0,0,0,,0.0,0,1,0,0,0,,"Inconfort 
Les appuis-tête sont très mal placés :trop en avant 
La ceinture de sécurité est trop haute",,,Positif,"Je me sens moins en sécurité dans une Biro que sur un vélo qui est moins encombrant, car nos routes sont étroites et sinueuses,les voitures ont plus de difficultés à m éviter",,,,,,{}
,Urbaner,,1,CC 7 Vallées,10:40,11:06,830,,0,1,0,0,0,0,,Kiné,0.0,0,1,0,0,0,0,,0.0,0,0,0,1,0,,Démarrage en côte très long quand deux adultes dans le véhicule limite dangereux,Entrée Hesdin,,Positif,,,,,,,{}
Urbaner,Urbaner,6.707233748389983,1,CC 7 Vallées,12:35,13:15,831,,0,1,0,0,0,0,,Retour kiné,0.0,0,1,0,0,0,0,,1.0,0,0,0,0,0,,,,,Très positif,,,,,,,{}
BIRO,BIRO,14.240349870376196,5,PNR Grand Causses,07:30,17:00,832,,1,0,0,1,0,0,,Domicile / travail,0.0,1,0,0,0,0,0,,1.0,0,0,0,0,0,,,,,Très positif,"Les pédales sont trop rapprochees.
Surtout avec des chaussures de sécurité.(travail).",,,,,,{}
,BIRO,,1,PNR Grand Causses,15:30,18:00,833,,1,0,0,1,0,0,,Loisirs,0.0,0,0,0,0,0,0,Rapidité de mise en service et maniabilité,0.0,0,1,0,0,0,,Trop d arrivée d air par l ouverture du toit ouvrant : douleur au niveau du front,,,Positif,,,,,,,{}
Urbaner,Urbaner,5.8090021712367115,1,CC 7 Vallées,19:10,19:25,834,,1,0,0,0,0,0,,Loisirs,0.0,0,1,0,0,0,0,,1.0,0,0,0,0,0,,,,,Très positif,,,,,,,{}
,Urbaner,,1,CC 7 Vallées,19:30,19:45,835,,1,0,0,0,0,0,,Loisirs,0.0,1,0,0,0,0,0,,1.0,0,0,0,0,0,,,,,Très positif,,,,,,,{}
BIRO,BIRO,3.447895282397032,1,PNR Grand Causses,15:30,18:40,836,,1,0,0,0,0,0,,Loisirs,0.0,1,0,1,0,1,0,,1.0,0,0,0,0,0,,,,,Positif,"Toujours aussi inconfortable mais pourtant, ce déplacement fut agréable",,,,,,{}
Acticycle,Acticycle,3.198279715866104,1,Avant Pays Savoyard,08:30,09:00,837,,1,0,0,0,0,0,,Domicile / travail,0.0,1,0,1,0,1,1,,1.0,0,0,0,0,0,,,,,Très positif,,,,,,,{}
,Cyclospace,,1,Avant Pays Savoyard,08:15,08:40,838,,1,0,0,0,0,0,,Domicile / travail,0.0,1,0,1,0,1,1,,1.0,0,0,0,0,0,,,,,Très positif,,,,,,,{}
BIRO,BIRO,7.160312365774,2,PNR Grand Causses,09:40,09:55,839,,1,0,0,0,0,0,,Remise du véhicule à Severine Guibert,0.0,1,0,1,0,0,0,,1.0,0,0,0,0,0,,,,,Positif,Je me suis sentie beaucoup plus à l aise et moins en insécurité lors de ce dernier trajet,,,,,,{}
Karbikes,Karbikes,0.5636036914449319,1,Commune des Mureaux,12:20,13:00,840,,1,0,0,0,0,0,,Courses,0.0,0,0,0,0,1,1,,1.0,0,0,0,0,0,,,Pas de difficultés sur trajet,Pas de difficultés sur trajet,Très positif,"Facilite de stationnement mais visibilité limitée pour les manœuvres
Curiosité et retours positifs des pietons",,,,,,{}
Cyclospace,Cyclospace,4.827489849397475,3,Commune du Teil,09:30,12:30,841,,1,0,0,0,0,0,,Trajet professionnel,0.0,0,0,1,1,1,1,,0.0,0,0,0,0,0,Mon co pilote et collègue est grand. Ses jambes touchaient le guidon...,,,,Positif,"Mon collègue a aimé la sensation. Mais a eu un peu peur pour sa 1ere fois :-) En étant copilote pas le contrôle du volant
 La sensation est plus impressionnante apparemment. Les routes chez nous sont un peu avec des nids de poules... et donc ça secoue un peu.",,,,,,{}
Cyclospace,Cyclospace,4.193221588248312,2,Commune du Teil,08:30,12:10,842,,1,0,0,0,0,0,,Domicile / travail,0.0,0,0,1,1,1,1,,0.0,0,0,0,0,0,Brayon de brasage du véhicule,,,,Très positif,C'est domage de ne pouvoir poser facilement une affiche publicitaire à l'arrière du véhicule ou en drapeau.,,,,,,{}
,BIRO,,1,PNR Grand Causses,10:00,11:00,843,,1,0,0,0,0,0,,Loisirs,0.0,0,0,1,0,0,0,,1.0,0,0,0,0,0,,,,,Positif,Marche arrière en côte stressante car la BERO patine au freinage,,,,,,{}
Karbikes,Karbikes,12.222970318433541,2,Commune des Mureaux,14:00,16:30,844,,1,0,0,0,0,0,,Journée de recueil de retour sur les VELIS dans les mureaux,0.0,0,0,1,1,1,1,,0.0,1,0,0,0,1,,,Montée,Partage de la chaussée avec les voitures parfois compliquée,Positif,,3.8114369,43.7313083,,,,{}
,Karbikes,,1,Commune des Mureaux,14:30,15:00,845,,1,0,0,0,0,0,,Trajet professionnel,0.0,1,0,1,1,1,0,,0.0,0,1,0,0,0,,,,,Très positif,"Les toiles des portières se décrochent du support
J'ai fait le trajet en tant que passagère. A l'arrière, je trouve qu'il manque une poignée derrière le siège conducteur pour se tenir. 

Lors d'un autre trajet, j'étais dans la voiture qui suivait la Karbikes. La vitre arrière cause un mauvais reflet du soleil, qui éblouit le conducteur du véhicule qui la suit.",,,"voiture,velo,bus",,,{}
Acticycle,Acticycle,3.3154841795056265,1,Avant Pays Savoyard,08:30,08:45,846,,1,0,0,0,0,0,,Domicile / travail,0.0,1,0,1,0,1,1,,1.0,0,0,0,0,0,,,,,Très positif,,,,,,,{}
BIRO,BIRO,3.508075176956431,2,Commune du Teil,09:20,10:40,847,,1,0,0,0,0,0,,Trajet professionnel,0.0,1,0,0,0,0,0,,1.0,0,0,0,0,0,,,,,Très positif,,,,,,,{}
,BIRO,,1,PNR Grand Causses,16:30,19:30,848,,1,0,0,0,0,0,,Loisirs,0.0,0,0,1,0,0,0,,,,,,,,,"Manque de réglage au niveau de l’assise, peu ergonomique - bras tendus sur le volant pour des petits gabarits - ajout de coussin pour surélever l’assise",Marche arrière en côte très peu sécurisante - la Biro dérape,Très poussif en côte à 2,Positif,,,,,,,{}
Karbikes,Karbikes,1.3544337108614668,3,Loos en Gohelle,09:00,17:00,849,,1,0,0,0,0,0,,Trajet professionnel,0.0,1,0,0,1,1,0,,0.0,0,0,0,1,1,,"Le mode automatique s'ajuste mal à la réalité des pentes. Les vitesses sur une poignée tournante (cf. Velos cargos) seraient plus pratiques. Retroviseurs balotant (l'un est tombé, fendu net sans choc pourtant, le metal etant rouillé). Sur route très passante, voitures parfois excédées de ne pas pouvoir doubler aisément.",Route de Bethune,,Positif,Petit coffre très pratique. On pourrait amenager un habitacle avant au dessus du pédalier pour poser lunettes ou autre. Chaîne de velo devrait êtres protégée pour ne pas graisser chaussettes ou pantalon surtout dans le cas d'un usage pro. Retro interieur serait un plus. Clignottants et phare très pratiques.,,,,,,{}
BIRO,BIRO,17.035643691553773,3,PNR Grand Causses,10:00,11:00,850,,1,0,0,0,0,0,,Journée de la mobilité,0.0,1,0,1,0,1,0,,1.0,0,0,0,0,0,,"Super expérience, super initiative, merci :))
La Biro répond parfaitement au besoin de courts trajets dans nos vallées cévenoles. Plutôt que de prendre ma kangoo seule, ce qui représente la majorité de mes trajets, la Biro est parfaite pour des déplacements jusqu’à 20km. L’idéal serait une capacité de stockage plus importante (j’avais une bouteille de gaz à récupérer, impossible dans la Biro).",,,Très positif,Très positif au sens où nous devons adapter nos usages en fonction des déplacements. J’envisage d’acheter un véhicule doux en complément.,,,,,,{}
Urbaner,Urbaner,1.505650784331261,1,CC 7 Vallées,09:00,09:12,851,,0,1,1,0,0,0,,Loisirs,0.0,0,0,1,0,0,0,,0.0,0,0,1,0,0,,,,,Positif,,,,,,,{}
Urbaner,Urbaner,6.501924688450548,2,CC 7 Vallées,12:30,12:49,852,,1,0,0,1,0,0,,Loisirs,1.0,0,0,0,0,0,0,,0.0,0,0,0,0,0,Vent latéral ou de face assez fort,,,,Positif,Difficultés à garder sa trajectoire sous le vent,,,,,,{}
Acticycle,Acticycle,4.852825516255883,1,Avant Pays Savoyard,08:20,08:50,853,,0,1,0,0,0,0,,Domicile / travail,0.0,1,0,1,0,1,1,,1.0,0,0,0,0,0,,,,,Très positif,,,,,,,{}
,Urbaner,,1,Commune du Teil,10:00,11:00,854,,1,0,0,0,0,0,,Courses,0.0,1,0,0,0,0,0,Permet de moins utiliser la voiture et donc moins d'essence. Plus de rapidité dans les déplacements.,1.0,0,0,0,0,0,,,,,Très positif,,,,,,,{}
,Urbaner,,1,Commune du Teil,11:00,12:00,855,,1,0,0,1,0,0,,Courses,0.0,1,0,0,0,1,0,,1.0,0,0,0,0,0,,,,,Très positif,,,,,,,{}
,Urbaner,,1,Commune du Teil,10:00,11:00,856,,1,0,0,0,0,0,,Courses,0.0,1,0,0,0,0,0,,1.0,0,0,0,0,0,,,,,Très positif,,,,,,,{}
,Urbaner,,1,Commune du Teil,10:00,11:00,857,,1,0,0,1,0,0,,Courses,0.0,1,0,0,0,0,0,,1.0,0,0,0,0,0,,,,,Très positif,,,,,,,{}
Urbaner,Urbaner,26.961412127251442,2,Commune du Teil,12:00,12:45,858,,1,0,0,0,0,0,,Domicile / travail,0.0,0,1,1,1,0,1,,1.0,0,0,0,0,0,,,,,Très positif,Il manque un porte gourde ainsi qu'un vide poche pour les petits objets qu'on a dans les poches et qui gênent pour pédaler.,,,"voiture,velo",,velo,{}
Acticycle,Acticycle,3.6571397606668645,1,Avant Pays Savoyard,08:25,08:40,859,,1,0,0,0,0,0,,Domicile / travail,0.0,1,0,1,0,0,1,,0.0,0,0,0,1,0,,"Descente importante, le Véli s'est emballé et a mis un défaut sur l'écran.  J'ai dû m'arrêter et redémarrer le Véli.",Côté berthet 73170 Yenne,,Très positif,,,,,,,{}
Urbaner,Urbaner,32.389583880708074,2,Commune du Teil,16:45,17:45,860,,1,1,0,0,0,0,,Domicile / travail,0.0,1,0,1,1,0,1,,,,,,,,,Doublé par une camionnette qui s'est rabattue sur moi.,Entrée Le Teil,,Positif,"L'assise de l'Urbaner est trop courte et trop penchée en avant, ce qui devient inconfortable après quelques kilomètres. Dommage car le confort des suspensions est très appréciable.",,,"voiture,velo",,velo,{}
,Urbaner,,1,Commune du Teil,14:00,15:00,861,,1,0,0,1,0,0,,Courses,0.0,1,0,0,1,0,1,,0.0,0,0,0,0,1,,,,,Positif,,,,,,,{}
,Urbaner,,1,Commune du Teil,10:00,11:00,862,,1,0,0,0,0,0,,Courses,0.0,1,0,0,0,0,0,,1.0,0,0,0,0,0,,,,,Très positif,,,,,,,{}
,Urbaner,,1,Commune du Teil,10:00,11:00,863,,0,0,0,1,0,0,,Courses,0.0,0,0,0,0,1,0,,1.0,0,0,0,0,0,,,,,Très positif,,,,,,,{}
Urbaner,Urbaner,0.8502443252617421,1,Commune du Teil,09:00,10:00,864,,1,0,0,0,0,0,,Courses,0.0,0,0,0,0,0,1,,1.0,0,0,0,0,0,,,,,Positif,,,,,,,{}
,Urbaner,,1,Commune du Teil,09:00,10:00,865,,1,0,0,0,0,0,,Courses,0.0,0,0,0,0,1,0,,1.0,0,0,0,0,0,,,,,Positif,,,,,,,{}
Urbaner,Urbaner,2.056414017582549,1,Commune du Teil,10:00,11:00,866,,1,0,0,0,0,0,,Courses,0.0,0,0,0,0,0,1,,1.0,0,0,0,0,0,,,,,Très positif,,,,,,,{}
,Urbaner,,1,Commune du Teil,14:00,15:00,867,,1,0,0,1,0,0,,Courses,0.0,0,0,0,0,0,0,rapidité ; moins besoin d'utiliser une voiture ; avantage financier,1.0,0,0,0,0,0,,,,,Très positif,,,,,,,{}
,Urbaner,,1,Commune du Teil,14:00,15:00,868,,1,0,0,0,0,0,,Courses,0.0,0,0,0,0,0,1,,1.0,0,0,0,0,0,,,,,Positif,,,,,,,{}
,Urbaner,,1,Commune du Teil,10:00,11:00,869,,0,1,0,0,0,0,,Courses,0.0,0,0,0,0,1,0,,0.0,0,0,0,0,1,,,,,Positif,,,,,,,{}
,Urbaner,,1,Commune du Teil,10:00,11:00,870,,1,1,0,0,0,0,,Courses,0.0,1,0,0,0,0,0,,1.0,0,0,0,0,0,,,,,Très positif,,,,,,,{}
,Urbaner,,1,Commune du Teil,10:00,11:00,871,,1,1,0,0,0,0,,Courses,0.0,0,0,0,0,0,1,,1.0,0,0,0,0,0,,,,,Très positif,,,,,,,{}
,Urbaner,,1,Commune du Teil,10:00,11:00,872,,1,1,0,0,0,0,,Courses,0.0,0,0,0,0,0,0,rapidité du déplacement,1.0,0,0,0,0,0,,,,,Très positif,,,,,,,{}
,Urbaner,,1,Commune du Teil,11:00,12:00,873,,1,1,0,0,0,0,,Courses,0.0,1,0,0,0,0,0,,1.0,0,0,0,0,0,,,,,Très positif,,,,,,,{}
,Urbaner,,1,Commune du Teil,09:00,10:00,874,,1,1,0,1,0,0,,Courses,0.0,1,0,0,0,0,0,,1.0,0,0,0,0,0,,,,,Positif,,,,,,,{}
Urbaner,Urbaner,4.384334984300278,2,Commune du Teil,09:00,10:00,875,,1,0,0,0,0,0,,Courses,0.0,1,0,0,0,0,0,,1.0,0,0,0,0,0,,,,,Positif,,,,,,,{}
,Urbaner,,1,Commune du Teil,09:00,10:00,876,,1,0,0,0,0,0,,Courses,0.0,0,0,0,0,1,0,,1.0,0,0,0,0,0,,,,,Très positif,,,,,,,{}
Urbaner,Urbaner,0.09347618055563864,2,Commune du Teil,10:00,11:00,877,,1,0,0,0,0,0,,Courses,0.0,0,0,0,0,0,1,,1.0,0,0,0,0,0,,,,,Positif,,,,,,,{}
Urbaner,Urbaner,1.590695020922563,1,Commune du Teil,10:00,11:00,878,,1,0,0,0,0,0,,Courses,0.0,1,0,0,0,0,0,,1.0,0,0,0,0,0,,,,,Positif,,,,,,,{}
,Urbaner,,1,Commune du Teil,10:00,11:00,879,,1,0,0,0,0,0,,Courses,0.0,1,0,0,0,0,0,,1.0,0,0,0,0,0,,,,,Très positif,,,,,,,{}
,Urbaner,,1,Commune du Teil,09:00,10:00,880,,1,1,0,0,0,0,,Courses,0.0,1,0,0,0,0,0,,1.0,0,0,0,0,0,,,,,Très positif,,,,,,,{}
,Urbaner,,1,Commune du Teil,14:00,15:00,881,,1,0,0,0,0,0,,Courses,0.0,1,0,0,0,0,0,,1.0,0,0,0,0,0,,,,,Très positif,,,,,,,{}
,Urbaner,,1,Commune du Teil,10:00,11:00,882,,0,1,0,0,0,0,,Courses,0.0,0,0,0,0,0,1,,1.0,0,0,0,0,0,,,,,Très positif,,,,,,,{}
